Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.2,14.879,13,-0.3273,0.1049,-0.0076,106.3228,-27.9706,327.4337,20.1,0.22,13.6251,40.84887417,-80.34491091,40.7188,11.344,0,10.2875,-2.6645,11.357,1.4908,0.0844,-0.5933,-1.0566,-3.0234,0.6343,-29.2812,55.1372,1,32.7858,34.1992,30.8,0,31.3141,982.5883,7.8333,32.3265,14.7696,-51.7078,46.1843,-7.7176,46.8216,365.1549,54.4549,3.6373,-18.542,0.034,1,1,0,28.2029,26.9647,55.2735,0,27.8387,28.7548,1020.4194,364.4226,1,0,1,26.7778,0,0,0,0,0,0,0,0,1,5.3013,2.6675,4.9005,0,0,0,0,0,0,0,0,0,0,0,34.1876,0,0,0,18.0033,19.5089,2.2275,17530,0.998,8.0767,362499.9688,86,11,174,11,11,12.8,0.525,1,0,0,33.3382,13,-0.3336,0.1034,-0.0094,105.9266,-28.4377,327.4315,20100,13.4789,40.8489,-80.3449,32.0879
104.25,15.0007,13,-0.3822,0.1169,-0.029,104.4499,-32.4062,327.4189,20.1,0.22,11.8564,40.84887375,-80.34490686,40.7188,11.344,0,11.0445,-2.6936,10.8656,1.6188,0.0475,-0.4069,-1.0708,-4.1973,-0.3978,-30.7109,54.1346,1,32.7908,34.1643,30.8,0,31.3091,1006.1177,9.5,51.8853,4.7206,-52.6882,47.4098,-7.2765,47.949,364.6157,61.4157,-8.9608,-18.542,0.034,1,1,0,33.0559,32.0627,64.9304,0,28.0108,28.4645,1009.2795,364.1473,1,0,1,30.8182,0,0,0,0,0,0,0,0,1,5.3291,2.6954,4.9508,0,0,0,0,0,0,0,0,0,0,0,34.1907,0,0,0,19.8518,21.1655,2.2008,17493.1133,0.9482,8.5972,362180.3438,86,11,174.3491,11,11,9.6887,1.1632,1,0,0,33.617,13,-0.3789,0.1152,-0.0345,104.0334,-32.0628,327.4153,20100,12.1506,40.8489,-80.3449,32.4226
104.3,15.1254,13,-0.4361,0.128,-0.0541,102.5566,-36.7462,327.4028,20.1,0.22,10.543,40.84887334,-80.3449028,40.7188,11.344,0,10.9898,-2.692,9.1555,1.6032,0.0176,-0.1057,-0.9907,-5.1758,1.2705,-27.4688,53.1719,1,32.7958,34.1293,30.8,0,31.3041,1012.5883,8.8069,51.7696,-11.4696,-37.15,47.5765,-7.0706,48.0765,364.8412,56.3176,-10.5294,-18.542,0.034,1,1,0,30.0373,30.0794,58.9961,0,25.8602,25.5613,1003.3656,364.6849,1,0,1,29.6545,0,0,0,0,0,0,0,0,1,5.3627,2.7356,4.999,0,0,0,0,0,0,0,0,0,0,0,34.1939,0,0,0,19.4125,20.2062,1.7622,17384.623,0.8983,9.2514,361759.7812,86,11,174.8208,11,11,5.3491,2.0594,1,0,0,33.9174,13,-0.4063,0.123,-0.0421,102.3268,-34.1793,327.4075,20100,11.4661,40.8489,-80.3449,32.7601
104.35,15.3032,13,-0.381,0.1192,0.0149,101.6507,-31.8808,327.4311,20.1,0.2152,12.2948,40.84887287,-80.34489848,40.7188,11.344,0,10.7625,-2.9855,10.3344,1.3674,-0.0208,0.1574,-0.9402,-4.3809,0.5383,-19.0547,52.3906,1,32.7992,34.0928,30.8,0,31.3009,1006.7059,6.4049,37.4069,-32.1069,-9.65,47.0373,-7.0216,47.5373,365.5765,43.1804,-4.7451,-18.542,0.034,1,1,0,22.1941,23.7559,43.5059,0,23.0323,23.2065,1013.9032,365.2226,1,0,1,22.3818,0,0,0,0,0,0,0,0,1,5.4144,2.8148,4.9487,0,0,0,0,0,0,0,0,0,0,0,34.197,0,0,0,16.2875,16.1762,1.4418,17309.3398,0.8485,8.4564,361937.5938,86,11,175,11,11,7.2255,2.552,1,0,0,34.3161,13,-0.3522,0.1126,0.0301,101.4705,-29.4233,327.4373,20100,13.7146,40.8489,-80.3449,33.101
104.4,15.4832,13,-0.3214,0.1097,0.0878,100.7858,-26.6319,327.4612,20.1,0.2102,14.8911,40.8488724,-80.34489414,40.7188,11.344,0,10.807,-3.159,9.7898,0.3106,-0.0613,0.2498,-0.9795,-2.5996,-0.8701,-10.4375,51.6094,1,32.7942,34.0479,30.8,0,31.3059,1007.9706,4.5324,19.5765,-27.0412,0.6971,46.1412,-4.749,46.5314,366.0922,31.9373,-1.7333,-18.542,0.034,1,1,0,16.0853,17.6314,31.4559,0,19.7527,21.2172,1035.4086,365.7602,1,0,1,14.7677,0,0,0,0,0,0,0,0.2222,1,5.7086,3.0857,4.8984,0,0,0,0,0,0,0,0,0,0,0,34.2001,0,0,0,12.1185,11.5755,1.5408,17351.793,0.7986,6.7733,362482.1562,86,11,175,11,11,12.9118,2.7971,1,0,0,34.6613,13,-0.2896,0.0981,0.0797,100.6852,-23.9958,327.4599,20100,18.5899,40.8489,-80.3449,33.4454
104.45,15.5178,13,-0.2078,0.072,0.0248,100.3553,-17.1602,327.4475,20.1,0.2196,23.1621,40.84887198,-80.34489002,40.7188,11.344,0,11.4773,-3.2834,8.7117,-0.7145,-0.0729,0.2344,-0.9822,-1.0327,-0.3538,-4.7314,51.4781,1,32.7892,34.003,30.8,0,31.3109,1015.3235,3.1108,-1.2078,-0.0804,-3.5676,44.9647,-0.7294,45.1588,366.4353,22.1824,-0.9,-18.542,0.034,1,1,0,11.2324,11.651,21.8971,0,11.3806,12.186,1012.3549,366.3376,1,0,1,6.1818,0,0,0,0,0,0,0,0.7273,1,6.7707,3.9632,4.8481,0,0,0,0,0,0,0,0,0,0,0,34.2032,0,0,0,6.724,6.3049,1.6673,17394.2461,0.7488,4.3692,362930.75,86,11,175,11,11,17.6423,8.7,1,0,0,34.725,13,-0.1821,0.0623,0.0111,100.2728,-15.043,327.4444,20100,37.2564,40.8489,-80.3449,33.7921
104.5,15.5463,13,-0.092,0.0331,-0.0438,99.9429,-7.5124,327.432,20.1,0.2296,53.0047,40.84887157,-80.34488591,40.7188,11.344,0,11.4617,-3.2926,8.2656,-1.538,-0.126,0.1879,-0.9683,0.2118,-0.2515,-0.877,51.5302,1,32.7842,33.9581,30.8,0,31.3159,1016.7941,1.8118,-8.6833,10.7284,-4.1314,42.4627,-0.1255,42.5882,366.702,13.1667,-0.6275,-18.542,0.034,1,1,0,6.6176,6.5971,12.8412,0,1.2194,0.6806,973.6451,366.929,1,0,1,0,0,0,0,0,0,0,0,1,1,8.1216,4.8823,4.7978,0,0,0,0,0,0,0,0,0,0,0,34.2063,0,0,0,2.1329,1.8256,2.0399,17436.6973,0.6989,1.4846,363315.3438,86,11,175,11,11,21.6808,18.7,1,0,0,34.7502,13,-0.0792,0.0267,-0.0587,100.0764,-6.4888,327.4262,20100,54.5394,40.8489,-80.3449,34.1391
104.55,15.4714,13,-0.0077,0.0003,-0.1196,100.8268,-0.6438,327.3999,20.1,0.2348,615.5603,40.84887088,-80.34488198,40.7237,11.344,0,11.8945,-3.2729,9.0906,-2.1934,-0.25,0.1143,-0.9756,0.9978,-1.6543,1.8643,51.706,1,32.7792,33.9132,30.8,0,31.3209,1012.3823,0.6353,-2.85,5.3853,-0.9941,38.7373,-2.6745,38.9118,366.898,4.8333,-0.8725,-18.542,0.034,1,1,0,2.2059,2.3324,4.2137,0,0,-1.1258,1002.1183,367.1892,1,0,1,0,0,0,0,0,0,0,0,1,1,10.2944,5.9197,4.7475,0,0,0,0,0,0,0,0,0,0,0,34.2095,0,0,0,-0.3923,-0.6189,2.4125,17479.1504,0.6491,0.1,363799.9688,86,11,174.7596,11,11,20.3106,23.8442,1,0,0,34.5732,13,0,-0.0081,-0.1348,101.0144,-0.0267,327.3933,20100,64.5586,40.8489,-80.3449,34.4854
104.6,15.3923,13,0.0752,-0.0323,-0.1956,101.7648,6.1091,327.3671,20.1,0.2398,64.5348,40.84887019,-80.34487807,40.7367,11.344,0,12.5297,-3.26,7.9645,-2.6914,-0.2983,0.0694,-0.9824,1.1826,-1.1777,3.4961,52.0836,1,32.7743,33.8683,30.8,0,31.3258,1000.0784,-0.0225,0.0069,1.598,0.9706,36.3765,-3.6,36.5529,367.0706,0.5,-1.2118,-18.542,0.034,1,1,0,0,0.4696,-0.1,0,0,-1.5796,1038.0215,367.4086,1,0,1,0,0,0,0,0,0,0,0,1,1,12.3102,7.0064,4.6972,0,0,0,0,0,0,0,0,0,0,0,34.2126,0,0,0,-2.1705,-2.372,2.6835,17553.9629,0.5992,0.1,364376.9062,86,11,174.2788,11,11,13.5317,24.1327,1,0,0,34.3447,13,0.0701,-0.0452,-0.207,101.8147,5.698,327.3612,20100,70.4986,40.8489,-80.3449,34.8299
104.65,15.1751,13,0.0942,-0.0828,-0.2484,101.8768,7.6706,327.3383,20.1,0.2304,50.6726,40.84886963,-80.34487431,40.7497,11.344,0,12.7078,-3.2775,6.7188,-2.7244,-0.2767,0.0663,-0.9316,0.4731,0.6185,4.2656,52.4612,1,32.7693,33.8234,30.8,0,31.3308,978.5098,-0.0716,-0.6304,-0.3627,1.5588,35.4941,-2.7667,35.6216,367.2177,0.5,-1.6529,-18.542,0.034,1,1,0,0,1.0088,-0.1,0,0,-0.5581,989.0968,367.8387,1,0,1,0,0,0,0,0,0,0,0,1,1,12.5204,8.6612,4.6469,0,0,0,0,0,0,0,0,0,0,0,34.2157,0,0,0,-2.2055,-2.512,2.9524,17629.4336,0.5494,0.1,364678.8125,86,11,174,11,11,9.3779,24.0779,1,0,0,33.8461,13,0.0925,-0.0946,-0.2587,101.8924,7.5514,327.3325,20100,55.0225,40.8489,-80.3449,35.1703
104.7,14.9522,13,0.1104,-0.1341,-0.3001,101.9545,9.0157,327.3096,20.1,0.2204,42.479,40.84886908,-80.34487056,40.75,11.3473,0,12.5234,-3.2754,7.666,-2.7762,-0.2939,0.0771,-0.9297,0.7524,0.0436,4.5,52.8643,1,32.7643,33.7784,30.8,0,31.3358,961.2647,-0.1206,-1,-1.85,2.0647,34.8922,-2.3216,34.9922,367.2137,0.5647,-2.0725,-18.542,0.034,1,1,0,0,1.0971,-0.0775,0,0,0.1882,946.9677,368.1054,1,0,1,0,0,0,0,0,0,0,0,1,1,12.8755,10.1922,4.5966,0,0,0,0,0,0,0,0,0,0,0,34.2188,0,0,0,-2.23,-2.5524,2.5518,17504.8574,0.4995,0.1,364630.75,86,11,174,11,11,8.849,23.549,1,0,0,33.3842,13,0.1136,-0.1438,-0.3065,101.9795,9.3055,327.3068,20091.9995,41.2637,40.8489,-80.3449,35.5061
104.75,14.8279,13,0.129,-0.1843,-0.3279,102.0889,10.6465,327.2986,20.052,0.22,35.673,40.84886851,-80.34486678,40.75,11.3506,0,13.0258,-3.2508,7.2559,-2.7738,-0.376,0.0589,-0.9724,1.3198,-0.6519,5.0137,53.268,1,32.7593,33.7335,30.8,0,31.3408,949.9902,-0.1696,-1,-2.6833,2.4569,34.6471,-2.3706,34.7471,367.0176,0.7118,-2.4647,-18.542,0.034,1,1,0,0,0.6559,-0.0284,0,0,-0.5108,940.5161,367.514,1,0,1,0,0,0,0,0,0,0,0,1,1,14.8952,10.3001,4.5463,0,0,0,0,0,0,0,0,0,0,0,34.2219,0,0,0,-2.23,-2.3605,2.0423,17347.7148,0.4497,0.1,364617.2812,86,11,174,11,11,8.6471,23.3635,1,0,0,33.1152,13,0.1273,-0.1915,-0.3333,102.1162,10.5384,327.2965,20041.9995,36.5212,40.8489,-80.3449,35.8385
104.8,14.7076,13,0.1476,-0.2345,-0.3547,102.2256,12.2892,327.2883,20.002,0.22,30.654,40.84886793,-80.344863,40.75,11.352,0,13.2992,-3.2463,6.6687,-2.7955,-0.3596,0.0247,-0.9883,1.2861,-0.2325,5.4297,53.6565,1,32.7543,33.6886,30.8,0,31.3458,927.5392,-0.1627,-0.5902,-2.6039,2.4392,33.8726,-2.1255,33.9529,366.998,0.9569,-1.798,-18.542,0.034,1,1,0,0,0.4824,0,0,0,-0.8226,925.6774,367.1323,1,0,1,0,0,0,0,0,0,0,0,1,1,16.6494,10.5393,4.496,0,0,0,0,0,0,0,0,0,0,0,34.225,0,0,0,-2.23,-2.2524,1.9702,17374.5273,0.3998,0.1,364665.3438,86,11,174,11,11,9.0798,23.8442,1,0,0,32.7663,13,0.1346,-0.2354,-0.3611,102.336,11.2433,327.2864,20000,33.7949,40.8489,-80.3449,36.1679
104.85,14.373,13,0.1179,-0.2591,-0.3873,102.8608,9.9391,327.279,20,0.22,37.0398,40.84886729,-80.34485951,40.75,11.352,0,13.2867,-3.2293,6.5414,-2.7877,-0.3372,-0.0068,-0.9539,1.05,0.5854,5.1445,54.0341,1,32.7493,33.6437,30.8,0,31.3508,886.853,-0.0647,0.4882,-1.0353,1.7529,32.3039,-1.4392,32.3353,367.2431,1.349,0.4569,-18.542,0.034,1,1,0,0,0.6784,0,0,0,-0.2312,891.2688,367.2398,1,0,1,0,0,0,0,0,0,0,0,1,1,16.0151,11.9596,4.4457,0,0,0,0,0,0,0,0,0,0,0,34.2282,0,0,0,-2.23,-2.3224,2.0362,17459.4336,0.35,0.1269,364686.5,86,11,174,11,11,9.3,24.075,1,0,0,31.9977,13,0.1084,-0.2592,-0.3939,102.992,9.1759,327.2771,20000,41.6539,40.8489,-80.3449,36.491
104.9,14.0294,13,0.0862,-0.2827,-0.4202,103.5168,7.4226,327.2697,20,0.22,48.4117,40.84886665,-80.34485605,40.75,11.352,0,13.1273,-3.2385,6.709,-2.8031,-0.3096,-0.0468,-0.9614,1.2695,0.1444,4.1523,54.3789,1,32.7443,33.5988,30.8,0,31.3558,854.3333,0,0.6333,-0.45,1.4,30.8765,-0.7706,30.8765,367.4,1.0353,1.8824,-18.542,0.034,1,1,0,0,0.502,0,0,0,0.1237,862.0645,367.3473,1,0,1,0,0,0,0,0,0,0,0,1,1,15.3088,13.0492,4.3954,0,0,0,0,0,0,0,0,0,0,0,34.2313,0,0,0,-2.2359,-2.395,2.0394,17490,0.3001,0.2231,364638.4375,86,11,174,11,11,8.9154,23.5942,1,0,0,31.1906,13,0.0827,-0.2796,-0.412,103.6297,7.1378,327.2709,20000,51.7178,40.8489,-80.3449,36.8065
104.95,13.5823,13,0.0629,-0.2838,-0.3646,104.0632,5.5006,327.2787,20,0.22,63.2458,40.84886604,-80.34485277,40.75,11.352,0,13.4,-3.2283,6.6574,-2.807,-0.3075,-0.0518,-0.9836,1.936,0.6331,2.3179,54.5742,1,32.7393,33.5539,30.8,0,31.3608,837.6667,0,-1.0333,-1.7735,1.6941,29.7,-0.1333,29.7,367.4,-0.5333,1.8333,-18.542,0.034,1,1,0,0,-0.2824,0,0,0,0.1774,839.4839,367.4548,1,0,1,0,0,0,0,0,0,0,0,1,1,13.9542,11.1618,4.3451,0,0,0,0,0,0,0,0,0,0,0,34.2344,0,0,0,-2.2542,-2.4729,2.0073,17490,0.2502,0.2904,364609.5938,86,11,174,11,11,8.6606,23.2606,1,0,0,30.1808,13,0.06,-0.282,-0.3527,104.1716,5.2527,327.2807,20000,73.3572,40.8489,-80.3448,37.1132
105,13.1309,13,0.0401,-0.284,-0.3053,104.6051,3.6033,327.2886,20,0.22,93.3376,40.84886542,-80.34484951,40.75,11.352,0,13.2352,-3.1055,6.5711,-2.8381,-0.2744,-0.0705,-0.9727,1.7227,1.0283,1.1211,54.7695,1,32.7343,33.509,30.8,0,31.3658,820.4117,0,-2.2441,-2.7,1.4294,28.8373,0.002,28.8373,367.5255,-0.7686,1.3608,-18.542,0.034,1,1,0,0,-0.5333,0,0,0,-0.143,820.0215,367.5312,1,0,1,0,0,0,0,0,0,0,0,1,1,12.8737,9.7116,4.2948,0,0,0,0,0,0,0,0,0,0,0,34.2375,0,0,0,-2.27,-2.5428,1.99,17447.1562,0.2004,0.2423,364657.6562,86,11,174,11,11,8.9971,23.5971,1,0,0,29.2504,13,0.039,-0.2839,-0.3006,104.5625,3.5017,327.2903,20000,100.6749,40.8489,-80.3448,37.4107
105.05,12.8926,13,0.0258,-0.284,-0.2887,104.2409,2.3481,327.2969,20,0.22,140.6346,40.84886494,-80.34484629,40.75,11.352,0,13.2508,-3.0793,6.9637,-2.7936,-0.28,-0.0743,-0.969,0.8394,0.8877,0.6963,54.9039,1,32.7293,33.4641,30.8,0,31.3708,801.7843,0,-2.3912,-2.7,-0.1392,28.6412,-0.9294,28.6412,367.9177,1.8294,-0.0118,-18.542,0.034,1,1,0,0,0.251,0,0,0,-0.7344,802.8172,367.585,1,0,1,0,0,0,0,0,0,0,0,1,1,13.8035,11.4666,4.2445,0,0,0,0,0,0,0,0,0,0,0,34.2406,0,0,0,-2.27,-2.563,1.99,17354.0195,0.1505,0.1885,364699.9688,86,11,174,11,11,9.2856,23.8808,1,0,0,28.7373,13,0.0269,-0.2838,-0.2857,104.1605,2.4546,327.2986,20000,157.8042,40.8489,-80.3448,37.7001
105.1,12.6632,13,0.0119,-0.2841,-0.2739,103.8389,1.1196,327.3052,20,0.22,289.6972,40.84886446,-80.34484306,40.75,11.352,0,13.2555,-3.0422,6.5824,-2.791,-0.3154,-0.027,-0.9463,0.205,0.7417,0.9307,55.0211,1,32.7243,33.4192,30.8,0,31.3757,783.1569,0,-1.8755,-2.0373,-0.9686,28.4314,-1.4627,28.4314,368.0765,2.9039,-1.302,-18.542,0.034,1,1,0,0,0.5353,0,0,0,-0.8613,786.7742,367.4839,1,0,1,0,0,0,0,0,0,0,0,1,1,14.5036,12.6482,4.1942,0,0,0,0,0,0,0,0,0,0,0,34.2438,0,0,0,-2.2612,-2.5576,1.918,17294,0.1007,0.0923,364699.9688,86,11,174,11,11,9.1413,23.6885,1,0,0,28.2318,13,0.0185,-0.2834,-0.272,103.8059,1.7511,327.3055,20000,195.97,40.8489,-80.3448,37.9846
105.15,12.4544,13,0.0269,-0.2816,-0.2656,103.7214,2.6368,327.3053,20,0.22,120.9804,40.84886392,-80.34484,40.75,11.352,0,13.2063,-2.8988,6.5582,-2.7885,-0.2933,-0.0043,-0.9673,0.207,0.5935,0.979,55.1531,1,32.7194,33.3743,30.8,0,31.3807,764.5294,0,0.5265,0.5118,0.3059,28.1863,-0.9725,28.1863,367.6353,0.0608,-2.3804,-18.542,0.034,1,1,0,0,-0.3471,0,0,0,-0.8075,771.1828,367.3226,1,0,1,0,0,0,0,0,0,0,0,1,1,13.7935,10.3074,4.1439,0,0,0,0,0,0,0,0,0,0,0,34.2469,0,0,0,-2.2062,-2.4176,1.7466,17279.7148,0.0508,0,364699.9688,86,11,174,11,11,9.0019,23.5029,1,0,0,27.7666,13,0.0291,-0.2814,-0.264,103.7003,2.8517,327.3053,20000,134.5776,40.8489,-80.3448,38.2645
105.2,12.2464,13,0.0432,-0.2791,-0.2577,103.6158,4.2684,327.3051,20,0.22,73.4877,40.84886339,-80.34483695,40.75,11.352,0,13.3398,-2.7723,6.5258,-2.7859,-0.3164,0.0172,-0.9341,0.8936,0.6392,1.1074,55.3094,1,32.7144,33.3293,30.8,0,31.3857,745.902,-0.0108,1.7422,2.0039,1.3,27.9412,-0.7176,27.9529,367.3706,-1.8765,-3.2706,-18.542,0.034,1,1,0,0,-0.8725,0,0,0,-0.8,752.8172,367.3925,1,0,1,0,0,0,0,0,0,0,0,1,1,13.4021,8.6888,4.0936,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,-2.1712,-2.3168,1.7008,17303.9824,0.001,0,364699.9688,86,11,174,11,11,9.0981,23.6471,1,0,0,27.2552,13,0.0362,-0.2797,-0.2587,103.7005,3.6004,327.3054,20000,91.3828,40.8489,-80.3448,38.5397
105.25,11.9146,13,0.0289,-0.2791,-0.2657,104.1447,2.8883,327.3067,20,0.22,105.658,40.84886284,-80.34483408,40.75,11.352,0,13.3617,-2.7021,6.7254,-2.7984,-0.3704,-0.0224,-0.9556,1.7891,-0.0546,1.4868,55.4656,1,32.7094,33.2844,30.8,0,31.3907,727.2745,-0.0598,-1.248,-0.251,1.3,27.6961,-1.2078,27.7569,367.6647,-0.9451,-3.5647,-18.542,0.034,1,1,0,0,-0.3824,0,0,0,-0.8,734,367.5,1,0,1,0,0,0,0,0,0,0,0,1,1,14.9691,11.5059,4.0433,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,-2.2412,-2.4218,1.922,17410.1777,0.0489,0,364699.9688,86,11,174,11,11,9.1942,23.7913,1,0,0,26.5014,13,0.0249,-0.2792,-0.2674,104.2558,2.5013,327.3071,20000,143.7251,40.8489,-80.3448,38.8078
105.3,11.5776,13,0.0133,-0.2792,-0.2744,104.7001,1.3828,327.3084,20,0.22,214.4535,40.84886229,-80.34483122,40.7628,11.352,0,13.5297,-2.7199,6.0988,-2.7846,-0.3726,-0.048,-0.9478,1.4062,0.1127,1.2676,55.6474,1,32.7044,33.2395,30.8,0,31.3957,707.3235,-0.0735,-3.5412,-2.25,1.2735,27.049,-1.198,27.149,367.9,-0.1412,-3.2412,-18.542,0.034,1,1,0,0,0.0216,-0.0108,0,0,-0.3699,695.8279,367.6075,1,0,1,0,0,0,0,0,0,0,0,1,1,16.0407,13.6847,3.9859,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,-2.2976,-2.5067,2.1321,17506.0605,0.0988,0.1385,364699.9688,86,11,174,11,11,9.1096,23.7096,1,0,0,25.7359,13,0.0152,-0.2784,-0.2752,104.7793,1.5721,327.3077,20000,187.4361,40.8489,-80.3448,39.0687
105.35,11.2128,13,0.0117,-0.2732,-0.2777,105.0612,1.2412,327.304,20,0.22,231.3797,40.84886179,-80.34482857,40.7758,11.352,0,13.4695,-2.7398,5.6406,-2.8316,-0.3671,-0.0359,-0.9197,1.0874,0.4404,1.2046,55.8297,1,32.7006,33.197,30.8,0.0084,31.3979,681.3431,0.0735,-2.6588,-3.0833,1.1265,24.7941,0.8118,24.8941,367.9,0.1529,-0.4471,-18.542,0.034,1,1,0,0,0.1196,-0.0598,0,0,0.0527,660.8925,367.7226,1,0,1,0,0,0,0,0,0,0,0,1,1,14.5113,12.5126,3.8853,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,-2.2822,-2.4863,2.1675,17440.4043,0.1487,0.2827,364699.9688,86,11,174,11,11,9.0135,23.6135,1,0,0,24.9089,13,0.0144,-0.2757,-0.2784,105.136,1.5345,327.303,20000,185.8331,40.8489,-80.3448,39.3218
105.4,10.8467,13,0.0106,-0.267,-0.2808,105.4143,1.1565,327.2994,20,0.22,240.2214,40.84886129,-80.34482593,40.7812,11.352,0,13.4461,-2.7596,6.0414,-2.8002,-0.3318,-0.0725,-0.9683,1.0566,0.0048,1.2363,56.012,1,32.7056,33.1721,30.8,0.0683,31.3829,655.4314,0.1863,-2.0853,-3.8412,0.9794,23.0725,2.4765,23.1725,367.9157,0.6275,1.4765,-18.542,0.034,1,1,0,0,0.3324,-0.0912,0,0,0.429,645.8387,367.8839,1,0,1,0,0,0,0,0,0,0,0,1,1,12.9819,11.3405,3.7847,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,-2.27,-2.46,2.1867,17376.9531,0.1986,0.2585,364699.9688,86,11,174,11,11,9.1654,23.6827,1,0,0,24.0876,13,0.0163,-0.2776,-0.2839,105.418,1.8069,327.2985,20000,172.6994,40.8489,-80.3448,39.5671
105.45,10.4908,13,0.0266,-0.2914,-0.2965,105.3726,3.0351,327.2955,20,0.22,88.534,40.84886084,-80.34482351,40.7812,11.352,0,13.4867,-2.7576,6.1277,-2.8236,-0.3373,-0.0424,-0.9402,0.8745,-0.1877,0.9041,56.1943,1,32.7106,33.1471,30.8,0.1281,31.368,629.9412,0.0882,-3.4088,-4.1353,0.8324,24.151,2.3294,24.251,368.0137,2.049,-1.1706,-18.542,0.034,1,1,0,0,1.0676,-0.0422,0,0,0.7151,629.2795,367.8495,1,0,1,0,0,0,0,0,0,0,0,1,1,16.033,12.2363,3.6841,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,-2.27,-2.41,2.02,17338.8574,0.2485,0.2113,364699.9688,86,11,174,11,11,9.3577,23.7788,1,0,0,23.2924,13,0.0304,-0.3001,-0.3001,105.3598,3.4919,327.2946,20000,107.0367,40.8489,-80.3448,39.8033
105.5,10.1354,13,0.0433,-0.3171,-0.3128,105.3144,4.9954,327.2916,20,0.22,51.9681,40.8488604,-80.34482111,40.7789,11.352,0,13.4758,-2.748,6.1012,-2.7988,-0.4438,-0.021,-0.9341,0.9272,-0.6943,1.2129,56.3766,1,32.7156,33.1222,30.8,0.188,31.353,603.0784,-0.0098,-4.5412,-4.4441,0.6608,24.8471,1.9,24.9471,368.0588,2.8824,-3.3706,-18.542,0.034,1,1,0,0,1.4529,0,0,0,0.7688,608.8495,367.3118,1,0,1,0,0,0,0,0,0,0,0,1,1,19.2749,13.2183,3.5835,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,-2.2518,-2.3771,1.8533,17300.7617,0.2984,0.2,364737.2188,86,11,174,11,11,9.5875,24.025,1,0,0,22.5159,13,0.0431,-0.3225,-0.3092,105.3096,5.0384,327.2919,20000,51.6726,40.8489,-80.3448,40.0321
105.55,9.8242,13,0.051,-0.3422,-0.2909,105.2988,6.1023,327.2938,20,0.22,41.2357,40.84885996,-80.34481877,40.7659,11.352,0,13.7297,-2.7256,5.5,-2.8027,-0.475,-0.0367,-0.9731,0.9648,-0.5922,1.7051,56.5589,1,32.7206,33.0972,30.8,0.2479,31.338,563.8627,-0.1078,-3.9529,-4.8853,0.2686,22.7392,-0.6,22.8392,367.7157,-0.598,-2.2922,-18.542,0.034,1,1,0,0,-0.3118,0,0,0,0.8677,576.4516,367.2258,1,0,1,0,0,0,0,0,0,0,0,1,1,17.3296,12.9541,3.4829,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,-2.1609,-2.4124,1.9153,17318.666,0.3483,0.2,364786.25,86,11,174,11,11,9.8279,24.3135,1,0,0,21.8239,13,0.0492,-0.3447,-0.2858,105.2958,5.9545,327.2944,20000,43.2243,40.8489,-80.3448,40.2538
105.6,9.5149,13,0.0582,-0.3673,-0.2675,105.285,7.1736,327.2963,20,0.22,33.9731,40.84885953,-80.34481643,40.7529,11.352,0,13.8664,-2.7201,5.2406,-2.8004,-0.3784,0.0013,-0.9619,1.1689,0.4072,1.2988,56.7411,1,32.7255,33.0723,30.8,0.3078,31.3231,526.3823,-0.1941,-3.3647,-5.2235,-0.0941,20.6353,-2.7902,20.7314,367.4,-3.6706,-1.1549,-18.542,0.034,1,1,0,0,-1.7775,-0.0098,0,0,1.029,527.5269,367.7634,1,0,1,0,0,0,0,0,0,0,0,1,1,15.2784,12.6645,3.3823,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0,-2.1296,-2.44,1.982,17337.7148,0.3982,0.2,364765.3438,86,11,174,11,11,9.5971,24.0298,1,0,0,21.0626,13,0.0519,-0.3623,-0.2585,105.3606,6.4315,327.2982,20000,38.41,40.8489,-80.3448,40.4685
