"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","RPM","F Heave","F Roll","R Heave","R Roll","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","Luminosity","Inverter Enable","D4 Gate Driver B","D3 Module C","D1 Control Board","D4 Torque Shudde","D3 Motor Tempera","D2 Motor Speed","D4 DC Bus Curren","D1 Phase A Curre","D3 Phase C Curre","D2 Phase B Curre","D4 VBC Vq Voltag","D3 VAB Vd Voltag","D2 Output Voltag","D1 DC Bus Voltag","D4 Iq","D3 Id","D2 Flux Feedback","D1 Flux Command","D7 Direction Com","D6 Inverter Enab","D7 BMS Torque Li","D1 Commanded Tor","D2 Torque Feedba","D4 Iq Command","D3 Id Command","Fast Torque Comm","Fast Torque Feed","Fast Motor Speed","Fast DC Bus Volt","Inverter Enable dup 1","Speed Mode Enabl","Direction Comman","Torque Command","Inverter Dischar","Torque Limit Com","Current","Voltage","RDTActive","D3 HV Input Current","SteeringWheelPos","BrakeLightActive","TSAL Active","BrakeSensor1","BrakeSensor2","SpeedFrontRight","SpeedRearLeft","SpeedFrontLeft","SpeedRearRight","SpeedFrontRightMph","SpeedRearLeftMph","SpeedFrontLeftMph","SpeedRearRightMph","FrontLeft","FrontRight","RearLeft","RearRight","Temperature","CoolantTemp","MotorPumpStatus1","MotorPumpStatus2","APPS1","APPS2","LV Current","LV Voltage","HeartBit","Pack Current","Pack Inst Voltag","Pack SOC","Average Temperat","Pack DCL","High Temperature","Low Temperature","High Cell Voltag","Low Cell Voltage","MultiPurpose  01","Maximum Pack Vol","Minimum Cell Vol","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS Radius","GPS Latitude","GPS Longitude"
"52.850","0.0699","11","0.0000","0.0000","-32.1236","27.0731","0.0000","326.3847","38.5000","0.2223","10000.0000","40.84881253","-80.34580181","39.1562","11.3200","0.0000","7.6422","-2.9062","6.7617","-2.7453","-0.0129","0.0222","-0.9966","0.4061","-0.1164","-0.4078","55.9271","0.0000","29.8000","27.5000","29.0000","0.0000","26.8891","-0.8627","0.0000","0.5902","0.6902","1.1216","-0.1725","-0.2725","0.0000","0.5412","1.3961","1.1216","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.6980","0.0000","0.0000","0.0000","-0.2290","0.0000","0.6000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.2275","3.0462","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-2.8865","-3.2740","1.7800","16613.7109","0.1806","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6381","19.9000","1.0000","0.0000","0.0000","0.1844","11.0000","0.0000","0.0000","-28.7878","17.7714","0.0000","326.3792","38495.0000","10000.0000","40.8488","-80.3458"
"52.900","0.1338","11","0.0000","0.0000","-23.2720","49.3685","0.0000","326.3858","38.4730","0.2173","10000.0000","40.84881237","-80.34580195","39.1562","11.3200","0.0000","7.5883","-2.9297","6.7547","-2.7586","-0.0108","0.0232","-0.9961","0.3933","-0.1225","-0.4119","55.9922","0.0000","29.8000","27.5000","29.0000","0.0000","26.8642","-0.6471","0.0000","0.2765","0.3412","0.7000","-0.3765","-0.2294","0.0000","0.6412","0.8456","0.5816","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.4010","0.0000","0.0000","0.0000","-0.4914","0.0000","0.6172","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.2283","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-2.9182","-3.2800","1.7800","16618.8652","0.1307","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6857","19.9000","1.0000","0.0000","0.0000","0.4455","11.0000","0.0000","0.0000","-16.2520","89.5830","0.0000","326.3943","38445.0000","10000.0000","40.8488","-80.3458"
"52.950","0.2505","11","0.0000","0.0000","-10.7362","121.1801","0.0000","326.4010","38.4230","0.2123","10000.0000","40.84881214","-80.34580207","39.1562","11.3200","0.0000","7.6219","-2.9293","6.7352","-2.7652","-0.0069","0.0248","-0.9966","0.4086","-0.1394","-0.4346","56.0625","0.0000","29.8000","27.5000","29.0000","0.0000","26.8392","-0.1569","0.0000","-0.3118","-0.2961","-0.1333","-0.6216","-0.1314","0.0000","0.8373","-0.1738","-0.3893","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","-0.1382","0.0000","0.0000","0.0000","-0.4376","0.0000","0.7247","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.2039","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-2.9870","-3.2800","1.7243","16605.1426","0.0808","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6660","19.9000","1.0000","0.0000","0.0000","0.6721","11.0000","0.0000","0.0000","-5.0059","138.3560","0.0000","326.4070","38400.0000","10000.0000","40.8488","-80.3458"
"53.000","0.2837","11","0.0000","0.0000","-5.1654","68.5833","0.0000","326.4028","38.4000","0.2127","10000.0000","40.84881200","-80.34580228","39.1562","11.3200","0.0000","7.6203","-2.9246","6.7586","-2.7355","-0.0042","0.0250","-0.9966","0.4421","-0.1199","-0.4631","56.1406","0.0000","29.8000","27.5000","29.0000","0.0000","26.8143","0.0000","0.0000","-0.5000","-0.5000","-0.3000","-0.5333","-0.0667","0.0000","0.8333","-0.4327","-0.6663","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","-0.2657","0.0000","0.0000","0.0000","-0.3677","0.0000","0.8000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0200","-3.2800","1.6529","16586.0957","0.0309","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6175","19.9000","1.0000","0.0000","0.0000","0.5869","11.0000","0.0000","0.0000","-5.3682","-20.2183","0.0000","326.3973","38400.0000","10000.0000","40.8488","-80.3458"
"53.050","0.2456","11","0.0000","0.0000","-5.5277","-89.9910","0.0000","326.3931","38.4000","0.2177","10000.0000","40.84881196","-80.34580258","39.1562","11.3200","0.0000","7.6203","-2.9238","6.7930","-2.7473","-0.0065","0.0231","-0.9971","0.4368","-0.1377","-0.4335","56.2188","0.0000","29.8000","27.5000","29.0000","0.0000","26.7893","0.0000","0.0000","-0.5000","-0.5000","-0.1529","-0.2882","-0.0176","0.0000","0.7353","-0.3337","-0.6168","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","-0.2167","0.0000","0.0000","0.0000","-0.2602","0.0000","0.8000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0200","-3.2800","1.6300","16580.0000","0.0190","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","19.9000","1.0000","0.0000","0.0000","0.4925","11.0000","0.0000","0.0000","-6.4605","-158.2797","0.0000","326.3885","38394.9487","10000.0000","40.8488","-80.3458"
"53.100","0.1856","11","0.0000","0.0000","-9.7904","-138.0471","0.0000","326.3882","38.3730","0.2227","10000.0000","40.84881191","-80.34580278","39.1562","11.3200","0.0000","7.6422","-2.9250","6.7672","-2.7176","-0.0086","0.0234","-0.9956","0.4077","-0.1727","-0.4219","56.2578","0.0000","29.8000","27.5000","29.0000","0.0000","26.7644","0.0000","0.0000","-0.2490","-0.3431","0.0882","-0.1373","-0.0941","0.0000","0.7314","-0.0088","-0.2441","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","-0.0382","0.0000","0.0000","0.0000","-0.2000","0.0000","0.8237","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0091","-3.2800","1.6300","16580.0000","0.0689","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","19.9000","1.0000","0.0000","0.0000","0.3147","11.0000","0.0000","0.0000","-14.1224","-111.7251","0.0000","326.3877","38344.4434","10000.0000","40.8488","-80.3458"
"53.150","0.1069","11","0.0000","0.0000","-17.3757","-91.9580","0.0000","326.3873","38.3230","0.2277","10000.0000","40.84881186","-80.34580291","39.1562","11.3200","0.0000","7.6398","-2.9414","6.7266","-2.7562","-0.0110","0.0262","-0.9932","0.4515","-0.1740","-0.4102","56.2969","0.0000","29.8000","27.5000","29.0000","0.0000","26.7394","0.0000","0.0000","0.1431","-0.0980","0.3824","-0.0392","-0.2412","0.0000","0.7804","0.4324","0.2951","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.2069","0.0000","0.0000","0.0000","-0.2000","0.0000","0.8774","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-2.9889","-3.2800","1.6710","16580.0000","0.1189","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","19.9000","1.0000","0.0000","0.0000","0.1530","11.0000","0.0000","0.0000","-24.5216","-59.0925","0.0000","326.3864","38300.0000","10000.0000","40.8488","-80.3458"
"53.200","0.0602","11","0.0000","0.0000","-37.3201","-18.2666","0.0000","326.3845","38.3000","0.2111","10000.0000","40.84881182","-80.34580303","39.1562","11.3220","0.0000","7.6117","-2.9348","6.7445","-2.7152","-0.0141","0.0222","-0.9990","0.4319","-0.1476","-0.3970","56.3203","0.0000","29.8000","27.5000","29.0000","0.0000","26.7145","0.2941","0.0000","0.4471","0.0882","0.5294","-0.0588","-0.3000","0.0000","0.6824","0.6912","0.6520","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.3608","0.0000","0.0000","0.0000","-0.0753","0.0000","0.8376","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-2.9903","-3.2877","1.7418","16580.0000","0.1688","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","19.9000","1.0000","0.0000","0.0000","0.1093","11.0000","0.0000","0.0000","-54.9942","38.1119","0.0000","326.3819","38300.0000","10000.0000","40.8488","-80.3458"
"53.250","0.0406","11","0.0000","0.0000","-67.7927","78.9378","0.0000","326.3800","38.3000","0.1761","10000.0000","40.84881180","-80.34580315","39.1562","11.3253","0.0000","7.6164","-2.9305","6.7586","-2.7672","-0.0117","0.0258","-0.9951","0.3898","-0.1577","-0.4088","56.3333","0.0000","29.8000","27.5000","29.0000","0.0000","26.7063","0.7843","0.0000","0.6922","0.2353","0.5784","-0.1569","-0.3000","0.0000","0.4863","0.8382","0.8971","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.4588","0.0000","0.0000","0.0000","0.1398","0.0000","0.7301","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0086","-3.3015","1.7478","16577.8496","0.2188","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","19.9000","1.0000","0.0000","0.0000","0.0789","11.0000","0.0000","0.0000","-77.9017","114.9231","0.0000","326.3777","38293.9990","10000.0000","40.8488","-80.3458"
"53.300","0.0480","11","0.0000","0.0000","-64.2223","84.3725","0.0000","326.3771","38.2730","0.1735","10000.0000","40.84881176","-80.34580330","39.1562","11.3280","0.0000","7.6125","-2.9234","6.7523","-2.7535","-0.0118","0.0248","-0.9976","0.4275","-0.1763","-0.3806","56.3698","0.0000","29.8000","27.5000","29.0000","0.0000","26.7213","0.7255","0.0000","0.6353","0.2176","0.4353","-0.0627","-0.2176","0.0000","0.5098","0.6748","0.7748","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.3863","0.0000","0.0000","0.0000","0.0452","0.0000","0.7000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0200","-3.3176","1.6777","16573.1777","0.2687","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","19.9000","1.0000","0.0000","0.0000","0.1467","11.0000","0.0000","0.0000","-45.3318","42.1836","0.0000","326.3763","38243.9990","10000.0000","40.8488","-80.3458"
"53.350","0.0783","11","0.0000","0.0000","-31.6524","11.6330","0.0000","326.3757","38.2230","0.1985","10000.0000","40.84881171","-80.34580348","39.1562","11.3280","0.0000","7.6312","-2.9336","6.7570","-2.7363","-0.0078","0.0221","-0.9961","0.4031","-0.1601","-0.4166","56.5000","0.0000","29.8000","27.5000","29.0000","0.0000","26.7362","0.2353","0.0000","0.3412","0.0706","0.1412","0.1824","-0.0706","0.0000","0.7059","0.2864","0.3864","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.1902","0.0000","0.0000","0.0000","-0.1699","0.0000","0.7000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0200","-3.3376","1.6423","16570.0000","0.3187","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","19.9385","1.0000","0.0000","0.0000","0.2136","11.0000","0.0000","0.0000","-15.4816","-17.1537","0.0000","326.3786","38200.0000","10000.0000","40.8488","-80.3458"
"53.400","0.1069","11","0.0000","0.0000","-11.3212","-0.7965","0.0000","326.3912","38.2000","0.2154","10000.0000","40.84881159","-80.34580358","39.1562","11.3280","0.0000","7.6086","-2.9230","6.7734","-2.7684","-0.0033","0.0288","-0.9951","0.4121","-0.1877","-0.4358","56.6302","0.0000","29.8000","27.5000","29.0000","0.0000","26.7512","0.0000","0.0000","0.4294","0.1020","0.1784","0.1725","-0.2549","0.0000","0.8000","0.3549","0.5314","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.2059","0.0000","0.0000","0.0000","0.0774","0.0000","0.7925","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.2149","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0123","-3.3366","1.6808","16570.0000","0.3686","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","20.0346","1.0000","0.0000","0.0000","0.2745","11.0000","0.0000","0.0000","-5.5760","21.7920","0.0000","326.4086","38200.0000","10000.0000","40.8488","-80.3458"
"53.450","0.1342","11","0.0000","0.0000","-1.4157","38.1492","0.0000","326.4212","38.2000","0.2254","10000.0000","40.84881142","-80.34580359","39.1562","11.3280","0.0000","7.6250","-2.9281","6.7445","-2.7613","-0.0019","0.0243","-0.9966","0.4417","-0.1838","-0.3975","56.7292","0.0000","29.8000","27.5000","29.0000","0.0000","26.7662","0.0000","0.0000","0.8706","0.2980","0.5216","-0.0725","-0.7451","0.0000","0.8000","0.8451","1.1686","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.4020","0.0000","0.0000","0.0000","0.4000","0.0000","0.9000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.2390","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-2.9921","-3.3012","1.7100","16570.0000","0.4186","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.5846","20.0692","1.0000","0.0000","0.0000","0.3265","11.0000","0.0000","0.0000","2.5151","47.6812","0.0000","326.4349","38193.9990","10000.0000","40.8488","-80.3458"
"53.500","0.1433","11","0.0000","0.0000","0.3251","18.3410","0.0000","326.4345","38.1730","0.2327","10000.0000","40.84881128","-80.34580370","39.1562","11.3280","0.0000","7.6117","-2.9227","6.7125","-2.7512","-0.0096","0.0247","-0.9917","0.4055","-0.1260","-0.3799","56.8203","0.0000","29.8000","27.5000","29.0000","0.0000","26.7811","0.0000","0.0000","0.9588","0.4000","0.6294","-0.1294","-0.6471","0.0000","0.8000","0.6960","0.8584","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.3039","0.0000","0.0000","0.0000","0.1849","0.5376","0.7925","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.2166","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-2.9800","-3.2719","1.7100","16570.0000","0.4685","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.5365","19.9731","1.0000","0.0000","0.0000","0.3125","11.0000","0.0000","0.0000","-2.6993","-22.1765","0.0000","326.4339","38143.9990","10000.0000","40.8488","-80.3458"
"53.550","0.1371","11","0.0000","0.0000","-4.8893","-51.5167","0.0000","326.4335","38.1230","0.2377","10000.0000","40.84881117","-80.34580389","39.1562","11.3280","0.0000","7.6180","-2.9051","6.7000","-2.7574","-0.0163","0.0261","-0.9941","0.4313","-0.1675","-0.3076","56.9115","0.0000","29.8000","27.5000","29.0000","0.0000","26.7961","0.0000","0.0000","0.6647","0.4000","0.4824","0.0176","0.0882","0.0000","0.8000","-0.1455","-0.4782","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","-0.0882","0.0000","0.0000","0.0000","0.0000","0.9247","0.6849","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1922","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-2.9800","-3.2517","1.7047","16570.6602","0.5185","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.5000","19.9000","1.0000","0.0000","0.0000","0.3159","11.0000","0.0000","0.0000","-7.5391","-83.0003","0.0000","326.4302","38100.0000","10000.0000","40.8488","-80.3458"
"53.600","0.1658","11","0.0000","0.0000","-8.4180","-80.7220","0.0000","326.4203","38.1000","0.2373","10000.0000","40.84881112","-80.34580409","39.1562","11.3280","0.0000","7.6109","-2.9250","6.7211","-2.7613","-0.0198","0.0214","-0.9927","0.5054","-0.1890","-0.3787","57.0026","0.0000","29.8000","27.5000","29.0000","0.0000","26.8111","-0.2157","0.0000","0.3275","0.4000","0.4431","0.0784","0.3275","0.0000","0.8000","-0.3294","-0.9520","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","-0.1647","0.0000","0.0000","0.0000","0.0000","0.3871","0.5774","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0070","-3.2400","1.6670","16575.3770","0.5684","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.5000","19.9000","1.0000","0.0000","0.0000","0.4466","11.0000","0.0000","0.0000","-9.6318","-77.5757","0.0000","326.4067","38100.0000","10000.0000","40.8488","-80.3458"
"53.650","0.2242","11","0.0000","0.0000","-10.5108","-75.2974","0.0000","326.3968","38.1000","0.2323","10000.0000","40.84881112","-80.34580430","39.1562","11.3280","0.0000","7.6078","-2.9262","6.7320","-2.7480","-0.0209","0.0210","-0.9971","0.5217","-0.1806","-0.4042","57.0938","0.0000","29.8000","27.5000","29.0000","0.0000","26.8260","-0.7059","0.0000","-0.0647","0.4000","0.5412","0.0294","-0.0647","0.0000","0.8000","0.2588","-0.4127","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.1294","0.0000","0.0000","0.0000","-0.0452","-0.1505","0.5602","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0712","-3.2400","1.6300","16580.0000","0.6184","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.5077","19.9000","1.0000","0.0000","0.0000","0.5529","11.0000","0.0000","0.0000","-10.9724","-72.5461","0.0000","326.3889","38093.9990","10000.0000","40.8488","-80.3458"
"53.700","0.2335","11","0.0000","0.0000","-9.2187","-71.6499","0.0000","326.3991","38.0730","0.2300","10000.0000","40.84881106","-80.34580449","39.1562","11.3313","0.0000","7.6164","-2.9145","6.7391","-2.7449","-0.0167","0.0211","-0.9971","0.4705","-0.1498","-0.4182","57.1458","0.0000","29.8000","27.5000","29.0000","0.0000","26.8410","-1.0000","0.0000","-0.1627","0.4784","0.5412","0.0000","-0.2608","0.0000","0.7804","0.6000","0.0235","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.3000","0.0000","0.0000","0.0000","-0.2065","-0.6882","0.7753","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.2161","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.1116","-3.2532","1.6300","16580.0000","0.6683","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.5558","19.9000","1.0000","0.0000","0.0000","0.4799","11.0000","0.0000","0.0000","-6.7968","-70.4124","0.0000","326.4133","38043.9990","10000.0000","40.8488","-80.3458"
"53.750","0.2008","11","0.0000","0.0000","-5.0431","-69.5163","0.0000","326.4235","38.0230","0.2300","10000.0000","40.84881093","-80.34580466","39.1562","11.3347","0.0000","7.6273","-2.9277","6.6930","-2.7691","-0.0129","0.0245","-0.9963","0.4294","-0.1073","-0.4592","57.1979","0.0000","29.8000","27.5000","29.0000","0.0000","26.8560","-1.0000","0.0000","0.1804","0.6745","0.3941","0.0000","-0.1627","0.0000","0.7314","0.6000","0.3176","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.3000","0.0000","0.0000","0.0000","-0.2774","-1.2258","0.7871","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.2395","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0766","-3.3082","1.6300","16580.0000","0.7183","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","19.9077","1.0000","0.0000","0.0000","0.4126","11.0000","0.0000","0.0000","-3.6811","-60.3502","0.0000","326.4325","38000.0000","10000.0000","40.8488","-80.3458"
"53.800","0.1796","11","0.0000","0.0000","-5.6369","-31.7041","0.0000","326.4248","38.0000","0.2300","10000.0000","40.84881088","-80.34580476","39.1641","11.3360","0.0000","7.6062","-2.9363","6.7078","-2.7363","-0.0098","0.0202","-0.9971","0.4058","-0.1268","-0.3970","57.2500","0.0000","29.8000","27.5000","29.0000","0.0000","26.8710","-1.1765","0.0000","0.2941","0.7118","0.2471","-0.0353","-0.1706","0.0000","0.7000","0.4696","0.3882","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.2441","0.0000","0.0000","0.0000","-0.2237","-1.7634","0.5183","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.2151","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0415","-3.3367","1.6300","16575.7148","0.7682","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","20.0038","1.0000","0.0000","0.0000","0.3869","11.0000","0.0000","0.0000","-8.3377","7.8549","0.0000","326.4142","38000.0000","10000.0000","40.8488","-80.3458"
"53.850","0.1681","11","0.0000","0.0000","-10.2935","36.5011","0.0000","326.4064","38.0000","0.2300","10000.0000","40.84881090","-80.34580479","39.1771","11.3360","0.0000","7.6000","-2.9035","6.7586","-2.7594","-0.0116","0.0233","-0.9954","0.3969","-0.1730","-0.3918","57.3021","0.0000","29.8000","27.5000","29.0000","0.0000","26.8859","-1.6667","0.0000","0.0000","0.4667","0.1000","-0.1333","-0.3667","0.0000","0.7000","0.1265","0.0941","-18.5420","0.0340","1.0000","0.0000","0.0000","0.0000","0.0971","0.0000","0.0000","0.0000","0.0710","-2.0000","0.4602","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.1917","3.0337","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.2500","0.0000","0.0000","0.0000","-3.0062","-3.2811","1.6300","16570.9531","0.8182","0.0000","345699.9688","61.5000","25.0000","150.0000","38.0000","12.0000","3.6000","20.1000","1.0000","0.0000","0.0000","0.3602","11.0000","0.0000","0.0000","-12.6548","64.9261","0.0000","326.3996","37993.9990","10000.0000","40.8488","-80.3458"
