Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,LoggerTemp,External Voltage,RPM,F Heave,F Roll,R Heave,R Roll,InlineAcc,LateralAcc,VerticalAcc,RollRate,PitchRate,YawRate,Luminosity,Inverter Enable,D4 Gate Driver B,D3 Module C,D1 Control Board,D4 Torque Shudde,D3 Motor Tempera,D2 Motor Speed,D4 DC Bus Curren,D1 Phase A Curre,D3 Phase C Curre,D2 Phase B Curre,D4 VBC Vq Voltag,D3 VAB Vd Voltag,D2 Output Voltag,D1 DC Bus Voltag,D4 Iq,D3 Id,D2 Flux Feedback,D1 Flux Command,D7 Direction Com,D6 Inverter Enab,D7 BMS Torque Li,D1 Commanded Tor,D2 Torque Feedba,D4 Iq Command,D3 Id Command,Fast Torque Comm,Fast Torque Feed,Fast Motor Speed,Fast DC Bus Volt,Inverter Enable dup 1,Speed Mode Enabl,Direction Comman,Torque Command,Inverter Dischar,Torque Limit Com,Current,Voltage,RDTActive,D3 HV Input Current,SteeringWheelPos,BrakeLightActive,TSAL Active,BrakeSensor1,BrakeSensor2,SpeedFrontRight,SpeedRearLeft,SpeedFrontLeft,SpeedRearRight,SpeedFrontRightMph,SpeedRearLeftMph,SpeedFrontLeftMph,SpeedRearRightMph,FrontLeft,FrontRight,RearLeft,RearRight,Temperature,CoolantTemp,MotorPumpStatus1,MotorPumpStatus2,APPS1,APPS2,LV Current,LV Voltage,HeartBit,Pack Current,Pack Inst Voltag,Pack SOC,Average Temperat,Pack DCL,High Temperature,Low Temperature,High Cell Voltag,Low Cell Voltage,MultiPurpose  01,Maximum Pack Vol,Minimum Cell Vol,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Distance on GPS Speed
0.5,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2893,11.2901,0,14.3422,-3.1713,10.018,-2.7758,-0.0179,-0.0188,-0.9912,1.499,-0.3186,-0.7817,62.087,0,38.1,34.2,37.5,0,41.1,7,0,0.9353,1.0706,1.0971,-0.2265,-1.2,0,1.6324,0.7699,1.966,-18.542,0.034,1,0,0,0,0.3333,0,0,0,0.0656,6.3441,1.7656,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.8751,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.4664,-2.68,1.85,19380,0,0,338099.9688,49.5,27,156,40,14,21.2596,13.2,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.0096
0.55,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.288,0,14.3367,-3.1607,9.9602,-2.7514,-0.0151,-0.0213,-0.9907,1.458,-0.3557,-0.7749,61.6393,0,38.1,34.2,37.5,0,41.1,7,0,0.8373,0.8745,1.2441,-0.5696,-1.2,0,1.6814,0.2845,2.0631,-18.542,0.034,1,0,0,0,0.0882,0,0,0,0.0118,6.8817,1.7118,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.8751,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,1.85,19380,0,0,338099.9688,49.5,27,156,40,14,21.2845,13.1922,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.1106
0.6,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.288,0,14.3234,-3.1594,10.132,-2.7889,-0.0146,-0.0187,-0.9912,1.4502,-0.3142,-0.8032,61.1836,0,38.1,34.2,37.5,0,41.1,7,0,0.7392,0.6784,1.1784,-0.4873,-1.2,0,1.6696,-0.299,1.7931,-18.542,0.034,1,0,0,0,-0.251,0,0,0,0,7.4194,1.6161,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.8751,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,1.85,19380,0,0,338099.9688,49.5,27,156,40,14,21.1874,13.1437,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.2116
0.65,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.288,0,14.3125,-3.1664,9.9648,-2.8039,-0.0119,-0.0177,-0.9912,1.4575,-0.1914,-0.9084,60.7279,0,38.1,34.2,37.5,0,41.1,7,0,0.6412,0.4824,0.9824,-0.1441,-1.2,0,1.6206,-0.9426,1.298,-18.542,0.034,1,0,0,0,-0.6431,0,0,0,0,7.957,1.5086,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.8773,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,1.85,19380,0,0,338099.9688,49.5,27,156,40,14,21.1048,13.1,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.3125
0.7,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.288,0,14.3414,-3.1436,10.0219,-2.7861,-0.0128,-0.0208,-0.9917,1.458,-0.1603,-0.9277,60.3615,0,38.1,34.2,37.5,0,41.1,5.0098,0,0.4863,0.2294,0.701,0.2275,-0.9441,0,1.5716,-0.9941,0.8353,-18.542,0.034,1,0,0,0,-0.5941,0,0,0,-0.0989,4.043,1.5495,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.9052,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,1.85,19380,0,0,338099.9688,49.5,27,156,40,14,21.1524,13.1,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.4135
0.75,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.288,0,14.3117,-3.1541,9.9828,-2.8023,-0.0148,-0.0208,-0.9922,1.4434,-0.3197,-0.8826,59.9969,0,38.1,34.2,37.5,0,41.1,1.5784,0,0.2902,-0.0647,0.3578,0.6196,-0.5029,0,1.5225,-0.651,0.3941,-18.542,0.034,1,0,0,0,-0.251,0,0,0,-0.1935,0.0645,1.5903,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.9275,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,2.0507,19394,0,0,338099.9688,49.5,27,156,40,14,21.2,13.1,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.5144
0.8,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.288,0,14.3094,-3.1699,9.957,-2.7938,-0.0154,-0.0184,-0.9917,1.4434,-0.3376,-0.9355,59.7531,0,38.1,34.2,37.5,0,41.1,0.2647,0,0.1471,-0.1471,0.2,0.4824,-0.2206,0,1.5,-0.4176,0.2,-18.542,0.034,1,0,0,0,-0.1,0,0,0,-0.086,1.1398,1.429,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.8996,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,2.2554,19408.2852,0,0,338099.9688,49.5,27,156,40,14,21.1519,13.1,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.6154
0.85,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.288,0,14.3008,-3.1305,9.9906,-2.7791,-0.0165,-0.0187,-0.9915,1.4409,-0.2679,-0.8855,59.5969,0,38.1,34.2,37.5,0,41.1,0.7549,0,0.049,-0.049,0.2,-0.1059,-0.0735,0,1.5,-0.2706,0.2,-18.542,0.034,1,0,0,0,-0.1,0,0,0,-0.0538,1.8925,1.3108,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.8785,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.4779,-2.6779,2.2465,19380.666,0,0,338099.9688,49.5,27,156,40,14,21.1038,13.1,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.7164
0.9,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.2874,0,14.3539,-3.1611,9.9898,-2.7934,-0.0166,-0.0203,-0.9922,1.4443,-0.3118,-0.8091,59.7523,0,38.1,34.2,37.5,0,41.1,1.7353,0,0.1225,0.1471,0.3471,-0.1794,-0.0245,0,1.549,-0.5314,0.1235,-18.542,0.034,1,0,0,0,-0.2529,0,0,0,-0.3226,1.3548,1.3645,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.9063,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.4627,-2.6627,2.2084,19347.334,0,0,338099.9688,49.5,27,156,40,14,21.1,13.1442,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.8173
0.95,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.2841,0,14.325,-3.1594,9.9961,-2.815,-0.0168,-0.0199,-0.9917,1.416,-0.2832,-0.8093,61.3279,0,38.1,34.2,37.5,0,41.1,3.2059,0,0.3676,0.4412,0.6412,0.2618,-0.0735,0,1.6471,-1.1686,-0.0235,-18.542,0.034,1,0,0,0,-0.5471,0,0,0,-0.4269,1,1.4548,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2366,2.9264,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.4524,-2.6524,2.174,19317.7148,0,0,338099.9688,49.5,27,156,40,14,21.1,13.1923,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,1.9183
1,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.2807,0,14.3242,-3.1566,9.9773,-2.8014,-0.017,-0.0192,-0.9912,1.4082,-0.2313,-0.8174,62.9034,0,38.1,34.2,37.5,0,41.1,3.3235,0,0.6127,0.7804,0.9804,0.1843,-0.1451,0,1.6098,-1.7824,-0.2412,-18.542,0.034,1,0,0,0,-0.4647,0,0,0,-0.2118,1,1.6161,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2125,2.8988,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.4674,-2.6674,2.1407,19289.1426,0,0,338099.9688,49.5,27,156,40,14,21.1404,13.2,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,2.0193
1.05,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.28,0,14.3313,-3.1508,9.9617,-2.799,-0.0163,-0.0202,-0.9915,1.4258,-0.2157,-0.8323,64.5094,0,38.1,34.2,37.5,0,41.1,1.8529,0,0.8578,1.1725,1.3725,-0.502,-0.2431,0,1.4137,-2.3706,-0.5353,-18.542,0.034,1,0,0,0,0.0255,0,0,0,0.0032,1,1.5968,0,0,1,0,0,0,0,0,0,0,0,0,0,5.1952,2.8751,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,2.1527,19267.0469,0.022,0,338099.9688,49.5,27,156,40,14,21.1885,13.2,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,2.1202
1.1,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.28,0,14.3398,-3.1773,9.9547,-2.7826,-0.0157,-0.0206,-0.9927,1.4453,-0.2263,-0.8809,66.124,0,38.1,34.2,37.5,0,41.1,1,0,0.7529,1.1324,1.2294,-0.7559,-0.2382,0,1.3,-2.0529,-0.5275,-18.542,0.034,1,0,0,0,0.2569,0,0,0,0.2183,1,1.3817,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2195,2.8751,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,2.186,19248,0.0719,0,338099.9688,49.5,27,156,40,14,21.2369,13.2,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,2.2212
1.15,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.28,0,14.3445,-3.142,9.9664,-2.7949,-0.0146,-0.0188,-0.9917,1.4565,-0.2214,-0.9175,67.6891,0,38.1,34.2,37.5,0,41.1,1,0,0.1647,0.4951,0.3471,-0.4127,-0.0912,0,1.3,-0.5824,-0.1353,-18.542,0.034,1,0,0,0,0.1588,0,0,0,0.2333,1,1.3667,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.8751,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,2.1227,19245.5234,0.1219,0,338099.9688,49.5,27,156,40,14,21.2854,13.2,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,2.3221
1.2,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.28,0,14.3406,-3.168,9.9602,-2.7965,-0.014,-0.0194,-0.9927,1.4688,-0.235,-0.9004,69.1734,0,38.1,34.2,37.5,0,41.1,1,0,-0.1441,0.1186,-0.1069,-0.1627,0.0373,0,1.3373,0.3583,0.1583,-18.542,0.034,1,0,0,0,0.1392,0,0,0,0.1258,1,1.4742,0,0,1,0,0,0,0,0,0,0,0,0,0,5.24,2.8751,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.48,-2.68,1.9893,19255.0469,0.1718,0,338099.9688,49.5,27,156,40,14,21.2667,13.1667,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,2.4231
1.25,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2812,11.28,0,14.3016,-3.1791,9.9703,-2.7963,-0.0121,-0.0202,-0.9927,1.4697,-0.2566,-0.8799,70.6578,0,38.1,34.2,37.5,0,41.1,1,0,0.0029,0.1676,0.1382,-0.0647,0.1353,0,1.4353,0.5039,0.3039,-18.542,0.034,1,0,0,0,0.2373,0,0,0,0.0183,1.4086,1.4183,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2357,2.8701,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.477,-2.6729,1.8537,19271.4277,0.2218,0,338099.9688,49.5,27,156,40,14,21.219,13.119,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,2.5241
1.3,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2685,11.28,0,14.3211,-3.1594,9.982,-2.8092,-0.0105,-0.0206,-0.9917,1.4492,-0.2559,-0.8799,72.0656,0,38.1024,34.2,37.5,0,41.0928,1,0,0.1167,0.1667,0.2667,0.1333,0.15,0,1.5,0.4653,0.2822,-18.542,0.034,1,0,0,0,0.2294,0,0,0,-0.0892,1.9462,1.3108,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2115,2.8426,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.4618,-2.6376,1.7156,19295.2383,0.2717,0,338099.9688,49.5,27,156,40,14,21.2288,13.1288,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,2.625
1.35,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.2555,11.28,0,14.3398,-3.1648,9.9805,-2.8025,-0.0118,-0.0185,-0.9922,1.417,-0.2305,-0.8711,73.4719,0,38.1074,34.2,37.5,0,41.0778,1,0,0.1657,0.0686,0.1686,0.5255,0.0029,0,1.5,0.0693,-0.0644,-18.542,0.034,1,0,0,0,0.0333,0,0,0,0.0935,1.0323,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,5.1917,2.825,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.45,-2.6144,1.7071,19295.6602,0.3217,0,338099.9688,49.5,27,156,40,14,21.2769,13.1769,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,2.726
1.4,4.5169,5,0,0,-0.0008,55.2787,0,320.4348,200,10.3,10000,40.84901876,-80.34534029,45.25,11.2819,0,14.3289,-3.1689,9.9766,-2.7723,-0.0128,-0.017,-0.9922,1.4346,-0.2289,-0.856,74.8026,0,38.1124,34.2,37.5,0,41.0629,1,0,0.2882,0,0.1147,0.8,-0.0853,0,1.4559,-0.2466,-0.4087,-18.542,0.034,1,0,0,0,-0.1314,0,0,0,0.2957,0.0215,1.3022,0,0,1,0,0,0,0,0,0,0,0,0,0,5.1917,2.8528,0,0,0,0,0,0,0,0,0,0,0,0,36.6875,0,0,0,-2.45,-2.6344,1.9099,19257.9238,0.3716,0,338099.9688,49.5,27,156,40,14,21.275,13.175,1,0,0,10.1041,5,0,0,-0.0008,55.2787,0,320.4348,3175700,10000,40.849,-80.3453,2.827
